// Disenchant - Different order of rarities because of item inheritance sheningans

// Legendary Dust Creation
data "Object 2" "arc_N_Diamond2"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_N_Diamond3_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_N_Diamond3"
data "PreviewStatsID" "arc_N_Diamond3"
data "PreviewIcon" "arc_N_Diamond3"

new ItemCombination "arc_R_Radiant3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_R_Radiant2"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_R_Radiant3_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_R_Radiant3"
data "PreviewStatsID" "arc_R_Radiant3"
data "PreviewIcon" "arc_R_Radiant3"

new ItemCombination "arc_R_Force3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_R_Force2"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_R_Force3_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_R_Force3"
data "PreviewStatsID" "arc_R_Force3"
data "PreviewIcon" "arc_R_Force3"

new ItemCombination "arc_R_Lightning3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_R_Lightning2"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_R_Lightning3_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_R_Lightning3"
data "PreviewStatsID" "arc_R_Lightning3"
data "PreviewIcon" "arc_R_Lightning3"

new ItemCombination "arc_R_Fire3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_R_Fire2"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_R_Fire3_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_R_Fire3"
data "PreviewStatsID" "arc_R_Fire3"
data "PreviewIcon" "arc_R_Fire3"

new ItemCombination "arc_R_Cold3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_R_Cold2"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_R_Cold3_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_R_Cold3"
data "PreviewStatsID" "arc_R_Cold3"
data "PreviewIcon" "arc_R_Cold3"

new ItemCombination "arc_R_Necrotic3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_R_Necrotic2"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_R_Necrotic3_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_R_Necrotic3"
data "PreviewStatsID" "arc_R_Necrotic3"
data "PreviewIcon" "arc_R_Necrotic3"

new ItemCombination "arc_R_Warrior3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_R_Warrior2"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_R_Warrior3_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_R_Warrior3"
data "PreviewStatsID" "arc_R_Warrior3"
data "PreviewIcon" "arc_R_Warrior3"

new ItemCombination "arc_R_Acid3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_R_Acid2"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_R_Acid3_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_R_Acid3"
data "PreviewStatsID" "arc_R_Acid3"
data "PreviewIcon" "arc_R_Acid3"

new ItemCombination "arc_R_Thunder3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_R_Thunder2"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_R_Thunder3_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_R_Thunder3"
data "PreviewStatsID" "arc_R_Thunder3"
data "PreviewIcon" "arc_R_Thunder3"

new ItemCombination "arc_R_Psychic3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_R_Psychic2"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_R_Psychic3_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_R_Psychic3"
data "PreviewStatsID" "arc_R_Psychic3"
data "PreviewIcon" "arc_R_Psychic3"

new ItemCombination "arc_R_Blood3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_R_Blood2"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_R_Blood3_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_R_Blood3"
data "PreviewStatsID" "arc_R_Blood3"
data "PreviewIcon" "arc_R_Blood3"

new ItemCombination "arc_R_Underdark3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_R_Underdark2"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_R_Underdark3_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_R_Underdark3"
data "PreviewStatsID" "arc_R_Underdark3"
data "PreviewIcon" "arc_R_Underdark3"

new ItemCombination "arc_R_Poison3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_R_Poison2"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_R_Poison3_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_R_Poison3"
data "PreviewStatsID" "arc_R_Poison3"
data "PreviewIcon" "arc_R_Poison3"

new ItemCombination "arc_R_Diamond3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_R_Diamond2"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_R_Diamond3_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_R_Diamond3"
data "PreviewStatsID" "arc_R_Diamond3"
data "PreviewIcon" "arc_R_Diamond3"

new ItemCombination "arc_G_Monk3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_G_Monk2"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_G_Monk3_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_G_Monk3"
data "PreviewStatsID" "arc_G_Monk3"
data "PreviewIcon" "arc_G_Monk3"

// Enchant Legendary

new ItemCombination "arc_Greataxe4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Greataxe_e"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Greataxe4_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Greataxe_l"
data "PreviewStatsID" "WPN_Greataxe_l"
data "PreviewIcon" "WPN_Greataxe"

new ItemCombination "arc_Greatsword4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Greatsword_e"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Greatsword4_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Greatsword_l"
data "PreviewStatsID" "WPN_Greatsword_l"
data "PreviewIcon" "WPN_Greatsword"

new ItemCombination "arc_Halberd4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Halberd_e"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Halberd4_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Halberd_l"
data "PreviewStatsID" "WPN_Halberd_l"
data "PreviewIcon" "WPN_Halberd"

new ItemCombination "arc_Glaive4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Glaive_e"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Glaive4_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Glaive_l"
data "PreviewStatsID" "WPN_Glaive_l"
data "PreviewIcon" "WPN_Glaive"

new ItemCombination "arc_HeavyCrossbow4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_HeavyCrossbow_e"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_HeavyCrossbow4_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_HeavyCrossbow_l"
data "PreviewStatsID" "WPN_HeavyCrossbow_l"
data "PreviewIcon" "WPN_HeavyCrossbow"

new ItemCombination "arc_Rapier4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Rapier_e"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Rapier4_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Rapier_l"
data "PreviewStatsID" "WPN_Rapier_l"
data "PreviewIcon" "WPN_Rapier"

new ItemCombination "arc_Battleaxe4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Battleaxe_e"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Battleaxe4_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Battleaxe_l"
data "PreviewStatsID" "WPN_Battleaxe_l"
data "PreviewIcon" "WPN_Battleaxe"

new ItemCombination "arc_WarPick4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_WarPick_e"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_WarPick4_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_WarPick_l"
data "PreviewStatsID" "WPN_WarPick_l"
data "PreviewIcon" "WPN_WarPick"

new ItemCombination "arc_Flail4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Flail_e"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Flail4_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Flail_l"
data "PreviewStatsID" "WPN_Flail_l"
data "PreviewIcon" "WPN_Flail"

new ItemCombination "arc_HandCrossbow4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_HandCrossbow_e"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_HandCrossbow4_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_HandCrossbow_l"
data "PreviewStatsID" "WPN_HandCrossbow_l"
data "PreviewIcon" "WPN_HandCrossbow"

new ItemCombination "arc_Longbow4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Longbow_e"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Longbow4_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Longbow_l"
data "PreviewStatsID" "WPN_Longbow_l"
data "PreviewIcon" "WPN_Longbow"

new ItemCombination "arc_Morningstar4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Morningstar_e"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Morningstar4_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Morningstar_l"
data "PreviewStatsID" "WPN_Morningstar_l"
data "PreviewIcon" "WPN_Morningstar"

new ItemCombination "arc_Warhammer4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Warhammer_e"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Warhammer4_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Warhammer_l"
data "PreviewStatsID" "WPN_Warhammer_l"
data "PreviewIcon" "WPN_Warhammer"

new ItemCombination "arc_Longsword4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Longsword_e"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Longsword4_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Longsword_l"
data "PreviewStatsID" "WPN_Longsword_l"
data "PreviewIcon" "WPN_Longsword"

new ItemCombination "arc_Trident4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Trident_e"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Trident4_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Trident_l"
data "PreviewStatsID" "WPN_Trident_l"
data "PreviewIcon" "WPN_Trident"

new ItemCombination "arc_Scimitar4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Scimitar_e"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Scimitar4_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Scimitar_l"
data "PreviewStatsID" "WPN_Scimitar_l"
data "PreviewIcon" "WPN_Scimitar"

new ItemCombination "arc_Pike4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Pike_e"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Pike4_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Pike_l"
data "PreviewStatsID" "WPN_Pike_l"
data "PreviewIcon" "WPN_Pike"

new ItemCombination "arc_Shortsword4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Shortsword_e"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Shortsword4_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Shortsword_l"
data "PreviewStatsID" "WPN_Shortsword_l"
data "PreviewIcon" "WPN_Shortsword"

new ItemCombination "arc_LightHammer4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_LightHammer_e"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_LightHammer4_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_LightHammer_l"
data "PreviewStatsID" "WPN_LightHammer_l"
data "PreviewIcon" "WPN_LightHammer"

new ItemCombination "arc_LightCrossbow4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_LightCrossbow_e"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_LightCrossbow4_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_LightCrossbow_l"
data "PreviewStatsID" "WPN_LightCrossbow_l"
data "PreviewIcon" "WPN_LightCrossbow"

new ItemCombination "arc_Mace4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Mace_e"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Mace4_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Mace_l"
data "PreviewStatsID" "WPN_Mace_l"
data "PreviewIcon" "WPN_Mace"

new ItemCombination "arc_Dagger4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Dagger_e"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Dagger4_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Dagger_l"
data "PreviewStatsID" "WPN_Dagger_l"
data "PreviewIcon" "WPN_Dagger"

new ItemCombination "arc_Greatclub4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Greatclub_e"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Greatclub4_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Greatclub_l"
data "PreviewStatsID" "WPN_Greatclub_l"
data "PreviewIcon" "WPN_Greatclub"

new ItemCombination "arc_Handaxe4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Handaxe_e"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Handaxe4_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Handaxe_l"
data "PreviewStatsID" "WPN_Handaxe_l"
data "PreviewIcon" "WPN_Handaxe"

new ItemCombination "arc_Shortbow4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Shortbow_e"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Shortbow4_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Shortbow_l"
data "PreviewStatsID" "WPN_Shortbow_l"
data "PreviewIcon" "WPN_Shortbow"

new ItemCombination "arc_Club4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Club_e"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Club4_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Club_l"
data "PreviewStatsID" "WPN_Club_l"
data "PreviewIcon" "WPN_Club"

new ItemCombination "arc_Torch4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Torch_e"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Torch4_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Torch_l"
data "PreviewStatsID" "WPN_Torch_l"
data "PreviewIcon" "WPN_Torch"

new ItemCombination "arc_Javelin4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Javelin_e"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Javelin4_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Javelin_l"
data "PreviewStatsID" "WPN_Javelin_l"
data "PreviewIcon" "WPN_Javelin"

new ItemCombination "arc_Quarterstaff4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Quarterstaff_e"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Quarterstaff4_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Quarterstaff_l"
data "PreviewStatsID" "WPN_Quarterstaff_l"
data "PreviewIcon" "WPN_Quarterstaff"

new ItemCombination "arc_Spear4"
data "Type 1" "Object"
